title,country,genres,language,writer_count,title_adaption,censor_rating,release_date,runtime,dvd_release_date,users_votes,comments,likes,overall_views,dislikes,ratings_imdb,ratings_tomatoes,ratings_metacritic,special_award,awards_win,awards_nomination,revenue_category
Sex and Lucia ,"Spain, France","Drama, Romance","Spanish, English",1,FALSE,R,24/08/2001,128 min,25/03/2003,"33,047",,,,,7.2/10,71%,65/100,0,10,17,Low
Tortilla Soup ,USA,"Comedy, Romance, Drama","English, Spanish",6,TRUE,PG-13,31/08/2001,102 min,15/01/2002,"3,878",,,155269,,6.6/10,74%,58/100,0,2,7,Low
Hedwig and the Angry Inch ,USA,"Comedy, Drama, Music, Musical","English, German",3,TRUE,R,31/08/2001,95 min,11/12/2001,"29,472",68,1772,461420,59,7.8/10,93%,85/100,1,28,32,Low
Made ,USA,"Comedy, Crime, Drama, Thriller","English, French",1,FALSE,R,31/08/2001,95 min,27/11/2001,"16,287",6,30,42340,2,6.4/10,71%,62/100,0,0,1,Low
"Lady and the Duke, The ","France, Germany","Drama, History, Romance, War",French,2,TRUE,PG-13,07/09/2001,129 min,01/10/2002,"2,414",8,25,46761,3,7.0/10,71%,72/100,0,0,3,Low
Hardball ,"Germany, USA","Drama, Sport","English, German",2,TRUE,PG-13,14/09/2001,106 min,19/02/2002,"26,301",,,249717,,6.4/10,40%,48/100,0,0,2,High
Ghost World ,"USA, UK, Germany","Comedy, Drama",English,3,TRUE,R,21/09/2001,111 min,05/02/2002,"1,06,966",139,1754,404647,51,7.4/10,92%,88/100,1,28,55,Low
Don't Say a Word ,"USA, Australia, Switzerland, Canada","Drama, Mystery, Thriller","English, Italian, Chinese",3,TRUE,R,28/09/2001,113 min,19/02/2002,"45,886",113,506,483084,23,6.3/10,24%,38/100,0,0,1,High
Zoolander ,"Germany, USA",Comedy,English,7,TRUE,PG-13,28/09/2001,90 min,12/03/2002,"2,31,556",21,137,204995,17,6.6/10,64%,61/100,0,1,11,High
Rain ,New Zealand,"Drama, Romance",English,2,TRUE,R,01/10/2001,92 min,08/05/2007,"1,500",2,17,4880,0,7.0/10,85%,71/100,0,5,5,Low
Chaos ,France,"Comedy, Drama, Crime",French,1,FALSE,,03/10/2001,109 min,16/12/2003,"2,105",12,90,88730,7,7.1/10,84%,81/100,0,4,4,Low
Joy Ride ,USA,"Mystery, Thriller",English,2,FALSE,R,05/10/2001,97 min,12/03/2002,"60,200",327,774,721405,38,6.6/10,74%,75/100,0,0,3,High
Max Keeble's Big Move ,USA,"Comedy, Crime, Family",English,7,TRUE,PG,05/10/2001,86 min,18/06/2002,"6,796",,,477150,,5.4/10,29%,40/100,0,1,1,High
Bandits ,USA,"Comedy, Crime, Drama, Romance",English,1,FALSE,PG-13,12/10/2001,123 min,02/04/2002,"62,505",25,175,106686,15,6.5/10,64%,60/100,1,4,5,High
Iron Monkey ,Hong Kong,"Action, Crime, Drama",Cantonese,5,FALSE,PG-13,12/10/2001,85 min,26/03/2002,"14,565",7,60,149759,6,7.6/10,90%,79/100,0,0,2,High
Mulholland Drive ,"France, USA","Drama, Mystery, Thriller","English, Spanish",1,FALSE,R,19/10/2001,147 min,09/04/2002,"2,91,467",19,370,24286,2,8.0/10,83%,83/100,1,47,57,High
Bones ,USA,"Crime, Horror","English, French, Spanish",2,FALSE,R,24/10/2001,96 min,26/02/2002,"6,176",,,,,4.1/10,21%,42/100,0,0,1,High
K-PAX ,"USA, Germany","Drama, Sci-Fi",English,2,TRUE,PG-13,26/10/2001,120 min,26/03/2002,"1,67,348",2,26,21321,3,7.4/10,41%,49/100,0,0,3,High
Bread and Tulips ,"Italy, Switzerland","Comedy, Romance",Italian,4,TRUE,PG-13,02/11/2001,114 min,26/03/2002,"8,285",5,70,29881,3,7.4/10,71%,68/100,0,32,13,Low
"Monsters, Inc. ",USA,"Animation, Adventure, Comedy, Family, Fantasy",English,12,TRUE,G,02/11/2001,92 min,19/02/2013,"7,36,968",,,354065,,8.1/10,96%,78/100,1,13,38,High
Domestic Disturbance ,USA,"Crime, Mystery, Thriller",English,4,TRUE,PG-13,02/11/2001,89 min,16/04/2002,"23,171",,,112660,,5.6/10,24%,29/100,0,1,3,High
Storytelling ,USA,"Comedy, Drama, Romance","English, Spanish",1,FALSE,R,08/11/2001,87 min,16/07/2002,"16,476",,,,,6.8/10,53%,50/100,0,0,1,Low
Life as a House ,USA,Drama,English,1,FALSE,R,09/11/2001,125 min,26/03/2002,"41,722",190,1205,618700,31,7.5/10,47%,45/100,1,2,8,High
Heist ,"Canada, USA","Action, Crime, Drama, Thriller",English,1,FALSE,R,09/11/2001,109 min,12/03/2002,"31,195",20,155,127117,14,6.5/10,66%,66/100,0,0,0,High
Shallow Hal ,"USA, Germany","Comedy, Drama, Fantasy, Romance",English,3,FALSE,PG-13,09/11/2001,114 min,02/07/2002,"1,20,850",320,5451,1498261,333,5.9/10,50%,48/100,0,0,3,High
Harry Potter and the Sorcerer's Stone ,"UK, USA","Adventure, Family, Fantasy",English,2,TRUE,PG,16/11/2001,152 min,28/05/2002,"5,68,931",5,41,101823,3,7.6/10,81%,64/100,1,17,62,High
"Man Who Wasn't There, The ","USA, UK","Crime, Drama","English, Italian, French",2,FALSE,R,16/11/2001,116 min,16/04/2002,"97,102",103,887,445023,23,7.6/10,81%,73/100,1,24,41,High
Black Knight ,USA,"Adventure, Comedy, Fantasy",English,3,FALSE,PG-13,21/11/2001,95 min,16/04/2002,"35,529",,,686315,,4.8/10,13%,32/100,0,0,2,High
Spy Game ,"Germany, USA, Japan, France","Action, Crime, Thriller","English, German, Arabic, French, Cantonese",3,TRUE,R,21/11/2001,126 min,16/04/2002,"1,35,520",20,465,469753,60,7.1/10,66%,63/100,0,0,3,High
Me Without You ,"UK, Germany",Drama,"English, French",2,TRUE,R,23/11/2001,107 min,17/06/2003,"4,155",33,293,211784,12,7.0/10,66%,67/100,0,0,2,Low
Behind Enemy Lines ,USA,"Action, Drama, Thriller, War","English, Serbo-Croatian, Spanish, Czech",4,TRUE,PG-13,30/11/2001,106 min,23/04/2002,"94,691",109,592,186935,70,6.4/10,37%,49/100,0,1,2,High
Miss Minoes ,Netherlands,"Comedy, Family, Fantasy",Dutch,4,TRUE,PG,06/12/2001,86 min,31/05/2005,"4,303",22,142,38369,6,6.9/10,64%,50/100,0,8,2,Low
"Emperor's New Clothes, The ","Italy, UK, Germany","Comedy, Drama, Romance",English,4,TRUE,PG,07/12/2001,107 min,02/08/2002,"2,341",4,26,12123,0,7.0/10,73%,60/100,0,1,0,Low
Ocean's Eleven ,USA,"Crime, Thriller","English, Italian, Cantonese",5,TRUE,PG-13,07/12/2001,116 min,07/05/2002,"4,74,813",83,973,792601,67,7.8/10,82%,74/100,0,4,20,High
Novocaine ,USA,"Comedy, Crime, Drama, Thriller","English, French",3,TRUE,R,14/12/2001,95 min,23/04/2002,"10,302",40,77,42522,2,5.8/10,38%,45/100,0,0,0,Low
Not Another Teen Movie ,USA,Comedy,English,5,FALSE,R,14/12/2001,89 min,30/04/2002,"90,054",50,814,363356,72,5.7/10,29%,32/100,0,0,5,High
"Lord of the Rings: The Fellowship of the Ring, The ","New Zealand, USA","Adventure, Drama, Fantasy","English, Sindarin",4,TRUE,PG-13,19/12/2001,178 min,06/08/2002,"15,14,088",1129,8278,2883164,281,8.8/10,91%,92/100,1,113,123,High
Who Is Cletis Tout? ,"USA, Canada","Comedy, Crime",English,1,FALSE,R,21/12/2001,92 min,07/01/2003,"3,753",12,25,28291,3,6.4/10,23%,36/100,0,0,2,Low
"Endurance: Shackleton's Legendary Antarctic Expedition, The ","USA, UK, Germany, Sweden","Documentary, History",English,3,TRUE,G,21/12/2001,97 min,02/09/2003,"1,719",8,50,84489,7,7.9/10,95%,85/100,0,8,8,Low
How High ,USA,"Comedy, Fantasy",English,1,FALSE,R,21/12/2001,93 min,21/05/2002,"49,965",392,2574,2311409,131,6.3/10,26%,29/100,0,0,0,High
"Business of Strangers, The ",USA,"Drama, Thriller",English,1,FALSE,R,21/12/2001,84 min,06/08/2002,"3,542",9,42,39033,2,6.4/10,80%,67/100,0,4,6,Low
On_Line ,USA,Drama,English,2,FALSE,R,01/01/2002,97 min,24/02/2004,490,5,19,9364,0,5.7/10,38%,36/100,0,1,1,Low
Impostor ,USA,"Drama, Mystery, Sci-Fi, Thriller",English,5,TRUE,PG-13,04/01/2002,95 min,09/07/2002,"21,585",8,114,31028,12,6.2/10,22%,33/100,0,0,1,Low
Last Orders ,"UK, Germany",Drama,English,2,TRUE,R,11/01/2002,109 min,13/08/2002,"5,383",0,,24270,,7.0/10,79%,78/100,0,2,5,Low
Orange County ,USA,"Comedy, Drama","English, Spanish",1,FALSE,PG-13,11/01/2002,82 min,18/06/2002,"44,832",,,90155,,6.2/10,46%,48/100,0,0,3,High
Daughter from Danang ,USA,"Documentary, War","English, Vietnamese",,FALSE,,11/01/2002,83 min,11/11/2003,516,302,408,109567,34,7.5/10,79%,77/100,1,2,1,Low
State Property ,USA,"Drama, Crime, Action",English,2,FALSE,R,18/01/2002,88 min,21/05/2002,"1,796",3,46,24159,3,4.4/10,0%,9/100,0,0,0,Low
Gosford Park ,UK,"Comedy, Drama, Mystery",English,3,FALSE,R,18/01/2002,131 min,25/06/2002,"73,789",,,,,7.3/10,86%,90/100,1,31,73,High
"Shipping News, The ",USA,Drama,English,2,TRUE,R,18/01/2002,111 min,18/06/2002,"30,853",78,303,290115,16,6.8/10,55%,47/100,1,2,11,High
Snow Dogs ,"Canada, USA","Adventure, Comedy, Family, Sport",English,6,TRUE,PG,18/01/2002,99 min,14/05/2002,"23,594",,,,,5.1/10,24%,29/100,0,1,0,High
Black Hawk Down ,"USA, UK","Drama, History, War","English, Somali, Arabic",2,TRUE,R,18/01/2002,144 min,11/06/2002,"3,40,144",58,603,195280,16,7.7/10,76%,74/100,1,8,37,High
"Mothman Prophecies, The ",USA,"Drama, Horror, Mystery, Thriller",English,2,TRUE,PG-13,25/01/2002,119 min,04/06/2002,"71,293",226,1090,433144,79,6.5/10,52%,52/100,0,1,2,High
Kung Pow: Enter the Fist ,"USA, Hong Kong, Taiwan","Action, Comedy",English,1,FALSE,PG-13,25/01/2002,81 min,23/07/2002,"41,663",369,3292,1755117,217,6.2/10,13%,14/100,0,1,1,High
I Am Sam ,USA,Drama,English,2,FALSE,PG-13,25/01/2002,132 min,18/06/2002,"1,35,794",151,1584,729633,50,7.6/10,35%,28/100,1,8,10,High
Metropolis ,Japan,"Animation, Adventure, Drama, Sci-Fi, Thriller","Japanese, French, German, Italian, Spanish, English, Russian",3,TRUE,PG-13,25/01/2002,108 min,23/04/2002,"19,022",20,100,53157,4,7.3/10,86%,75/100,0,1,4,Low
Slackers ,"Canada, USA","Comedy, Romance",English,1,FALSE,R,01/02/2002,86 min,28/05/2002,"13,252",23,246,150179,15,5.3/10,10%,12/100,0,0,0,Low
Brotherhood of the Wolf ,France,"Action, Adventure, Drama, Horror, Thriller","French, German, Italian",3,FALSE,R,01/02/2002,142 min,01/10/2002,"58,791",67,418,425468,24,7.1/10,73%,57/100,0,4,22,High
Big Fat Liar ,"USA, Germany","Adventure, Comedy, Family",English,3,TRUE,PG,08/02/2002,88 min,24/09/2002,"32,688",4,44,18538,2,5.4/10,43%,36/100,0,1,3,High
In the Bedroom ,USA,"Crime, Drama","English, Serbo-Croatian",3,TRUE,R,08/02/2002,130 min,13/08/2002,"35,228",,,,,7.4/10,93%,86/100,1,38,69,High
John Q ,USA,"Crime, Drama, Thriller","English, Spanish",1,FALSE,PG-13,15/02/2002,116 min,16/07/2002,"1,15,443",202,1842,682094,95,7.1/10,23%,30/100,0,2,8,High
Crossroads ,USA,"Comedy, Drama, Romance",English,1,FALSE,PG-13,15/02/2002,93 min,23/07/2002,"36,967",,,1104371,,3.4/10,14%,27/100,0,2,15,High
Super Troopers ,USA,"Comedy, Crime, Mystery","English, German, French",5,FALSE,R,15/02/2002,100 min,06/08/2002,"91,310",7,117,126251,16,7.1/10,35%,48/100,0,1,0,High
Hart's War ,USA,"Drama, War","English, German",3,TRUE,R,15/02/2002,125 min,09/07/2002,"48,330",13,342,188361,18,6.3/10,59%,49/100,0,1,0,High
Heaven ,"UK, France, Italy, Germany, USA","Crime, Drama, Romance, Thriller","Italian, English",6,TRUE,R,21/02/2002,97 min,17/06/2003,"22,185",18,93,121777,9,7.1/10,74%,68/100,0,6,7,Low
Dragonfly ,"USA, Germany","Drama, Fantasy, Mystery, Romance, Thriller","English, Spanish",5,TRUE,PG-13,22/02/2002,104 min,30/07/2002,"34,803",3,1423,937812,85,6.1/10,7%,25/100,0,0,1,High
Monster's Ball ,USA,"Drama, Romance",English,2,FALSE,R,01/03/2002,111 min,11/06/2002,"78,679",,,281652,,7.1/10,85%,69/100,1,14,22,High
We Were Soldiers ,"USA, Germany","Action, Drama, History, War","English, Vietnamese, French",3,TRUE,R,01/03/2002,138 min,20/08/2002,"1,21,372",,,475353,,7.2/10,63%,65/100,0,3,5,High
All About the Benjamins ,"USA, Germany","Action, Comedy, Crime, Thriller","English, French",2,FALSE,R,08/03/2002,95 min,20/08/2002,"11,918",3,139,106303,12,5.8/10,30%,34/100,0,0,0,High
Resident Evil ,"UK, Germany, France, USA","Action, Horror, Sci-Fi",English,1,FALSE,R,15/03/2002,100 min,30/07/2002,"2,31,846",2,39,50566,6,6.7/10,35%,33/100,0,0,6,High
Blade II ,"Germany, USA","Action, Horror, Sci-Fi, Thriller","English, Romanian, Czech",3,FALSE,R,22/03/2002,117 min,03/09/2002,"1,86,907",5,119,87484,8,6.7/10,57%,52/100,0,6,10,High
Sorority Boys ,USA,Comedy,"English, Indonesian",2,FALSE,R,22/03/2002,93 min,15/10/2002,"13,174",29,722,451707,48,5.5/10,13%,25/100,0,1,1,High
Death to Smoochy ,"UK, Germany, USA","Comedy, Crime, Drama, Thriller",English,1,FALSE,R,29/03/2002,109 min,17/09/2002,"37,226",,,179623,,6.4/10,42%,38/100,0,0,2,High
"Mystic Masseur, The ","UK, India, Trinidad and Tobago, USA","Comedy, Drama",English,2,TRUE,PG,29/03/2002,117 min,25/02/2003,427,0,11,6488,1,5.9/10,51%,64/100,0,1,1,Low
"Rookie, The ",USA,"Drama, Family, Sport",English,1,FALSE,G,29/03/2002,127 min,27/08/2002,"29,936",,,,,7.0/10,84%,72/100,0,5,4,High
Panic Room ,USA,"Crime, Drama, Thriller",English,1,FALSE,R,29/03/2002,112 min,17/09/2002,"2,37,193",95,1322,507908,53,6.8/10,75%,65/100,0,1,9,High
"Way Home, The ",South Korea,Drama,Korean,1,FALSE,PG,05/04/2002,80 min,06/05/2003,"4,526",,,46507,,7.8/10,75%,63/100,0,11,3,Low
"Sweetest Thing, The ",USA,"Comedy, Romance",English,1,FALSE,R,12/04/2002,88 min,20/08/2002,"52,005",41,353,547201,33,5.1/10,26%,32/100,0,1,4,High
And Your Mother Too ,Mexico,"Adventure, Comedy, Drama",Spanish,2,FALSE,R,26/04/2002,106 min,22/10/2002,"1,06,868",6,30,105242,6,7.7/10,92%,88/100,1,37,45,High
Monsoon Wedding ,"India, USA, Italy, Germany, France, UK","Comedy, Drama, Romance","Hindi, English",1,FALSE,R,26/04/2002,114 min,24/09/2002,"22,119",,,,,7.4/10,95%,77/100,1,7,11,High
Hollywood Ending ,USA,"Comedy, Romance","English, Mandarin",1,FALSE,PG-13,03/05/2002,112 min,17/09/2002,"24,293",,,11888,,6.6/10,46%,46/100,0,0,1,Low
"Eye, The ","Hong Kong, Singapore","Drama, Horror, Thriller","Cantonese, Thai, Mandarin, English, Hakka",3,FALSE,R,09/05/2002,99 min,21/10/2003,"26,755",137,203,123661,15,6.7/10,64%,66/100,0,8,7,Low
Italian for Beginners ,"Denmark, Sweden","Comedy, Drama, Romance","Danish, Italian, English",2,TRUE,R,10/05/2002,112 min,15/10/2002,"12,212",5,80,78181,7,7.1/10,88%,77/100,0,20,22,Low
"Triumph of Love, The ","Italy, UK, Germany","Comedy, Romance","English, French",4,TRUE,PG-13,10/05/2002,112 min,29/10/2002,"1,355",5,51,39096,1,6.0/10,48%,58/100,0,0,4,Low
Unfaithful ,"France, Germany, USA","Drama, Romance, Thriller","English, French",3,TRUE,R,10/05/2002,124 min,17/12/2002,"73,707",2111,47654,107150221,29267,6.7/10,50%,63/100,1,3,14,High
Dogtown and Z-Boyz ,USA,"Documentary, Sport",English,2,FALSE,PG-13,10/05/2002,91 min,06/08/2002,"11,383",29,646,293948,15,7.7/10,92%,76/100,0,7,6,Low
Star Wars: Episode II - Attack of the Clones ,USA,"Action, Adventure, Fantasy, Sci-Fi",English,3,TRUE,PG,16/05/2002,142 min,12/11/2002,"5,75,948",319,1640,521296,78,6.6/10,65%,54/100,1,16,58,High
About a Boy ,"UK, USA, France, Germany","Comedy, Drama, Romance",English,4,TRUE,PG-13,17/05/2002,101 min,14/01/2003,"1,61,461",3,45,52511,2,7.1/10,93%,75/100,1,11,29,High
Enough ,USA,"Crime, Drama, Thriller",English,1,FALSE,PG-13,24/05/2002,115 min,08/10/2002,"36,253",106,402,310107,29,5.7/10,22%,25/100,0,0,4,High
CQ ,"USA, Luxembourg, France, Italy","Drama, Comedy, Sci-Fi","English, French, Italian",1,FALSE,R,31/05/2002,88 min,10/09/2002,"4,428",4,61,18618,3,6.3/10,66%,56/100,0,0,1,Low
"Sum of All Fears, The ","USA, Germany, Canada","Action, Drama, Thriller, War","English, Russian, Ukrainian, German, Arabic",3,TRUE,PG-13,31/05/2002,124 min,29/10/2002,"96,809",160,359,590684,40,6.4/10,59%,45/100,0,2,4,High
Scooby-Doo ,"USA, Australia","Adventure, Comedy, Family, Fantasy, Mystery",English,5,TRUE,PG,14/06/2002,86 min,08/10/2002,"88,214",,1300,1288324,187,5.0/10,30%,35/100,0,5,14,High
"Bourne Identity, The ","USA, Germany, Czech Republic","Action, Mystery, Thriller","English, French, German, Dutch, Italian",3,TRUE,PG-13,14/06/2002,119 min,21/01/2003,"4,74,551",25,181,397763,8,7.9/10,83%,68/100,0,3,5,High
"Salton Sea, The ",USA,"Crime, Drama, Mystery, Thriller",English,1,FALSE,R,21/06/2002,103 min,10/09/2002,"28,523",5,,44380,,7.1/10,63%,41/100,0,1,0,Low
Lilo & Stitch ,USA,"Animation, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi","English, Hawaiian",3,TRUE,PG,21/06/2002,85 min,03/12/2002,"1,50,466",997,9694,1255486,218,7.2/10,86%,73/100,1,10,26,High
Juwanna Mann ,USA,"Comedy, Drama, Romance, Sport",English,1,FALSE,PG-13,21/06/2002,91 min,19/11/2002,"5,790",48,,78438,,4.6/10,10%,24/100,0,0,1,High
Late Marriage ,"Israel, France","Comedy, Drama, Romance","Georgian, Hebrew",1,FALSE,Unrated,28/06/2002,102 min,18/02/2003,"2,858",4,25,35688,6,7.2/10,88%,82/100,0,18,8,Low
Like Mike ,USA,"Comedy, Family, Fantasy, Sport",English,3,TRUE,PG,03/07/2002,99 min,10/12/2002,"17,632",688,26539,7564891,1568,5.2/10,57%,47/100,0,1,6,High
Reign of Fire ,"USA, UK, Ireland","Action, Adventure, Fantasy, Thriller",English,5,TRUE,PG-13,12/07/2002,101 min,19/11/2002,"1,19,686",553,1754,1689583,116,6.2/10,42%,39/100,0,1,3,High
Road to Perdition ,USA,"Crime, Drama, Thriller",English,3,TRUE,R,12/07/2002,117 min,25/02/2003,"2,28,487",,,352352,,7.7/10,80%,72/100,1,22,79,High
Sunshine State ,USA,"Drama, Romance",English,1,FALSE,PG-13,12/07/2002,141 min,19/11/2002,"3,535",1,12,4650,0,6.9/10,80%,69/100,0,7,3,Low
"Crocodile Hunter: Collision Course, The ","Australia, USA","Action, Adventure, Comedy, Family",English,2,TRUE,PG,12/07/2002,90 min,17/12/2002,"6,154",,,,,5.4/10,53%,50/100,0,1,1,High
Eight Legged Freaks ,USA,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller",English,4,TRUE,PG-13,17/07/2002,99 min,29/10/2002,"49,902",216,590,388759,51,5.4/10,48%,53/100,0,0,1,High
Stuart Little 2 ,USA,"Animation, Adventure, Comedy, Family, Fantasy",English,4,TRUE,PG,19/07/2002,77 min,10/12/2002,"45,681",51,444,612921,76,5.5/10,81%,66/100,0,1,4,High
"Fast Runner, The ",Canada,Drama,Inuktitut,5,FALSE,R,26/07/2002,172 min,11/02/2003,"6,010",,,,,7.5/10,91%,91/100,0,26,18,Low
Signs ,USA,"Drama, Mystery, Sci-Fi, Thriller","English, Portuguese",1,FALSE,PG-13,02/08/2002,106 min,07/01/2003,"3,17,466",43,321,253813,31,6.7/10,73%,59/100,0,3,32,High
Mujhse Dosti Karoge! ,India,"Musical, Romance, Drama, Family","Hindi, Italian",2,FALSE,Not Rated,09/08/2002,149 min,05/07/2005,"4,452",12,256,178465,62,5.1/10,0,0,0,0,1,Low
Blood Work ,USA,"Action, Crime, Drama, Mystery, Thriller","English, Spanish",2,TRUE,R,09/08/2002,110 min,27/12/2002,"39,352",9,100,75961,7,6.4/10,53%,64/100,0,1,0,High
xXx ,USA,"Action, Adventure, Thriller","English, German, Spanish, Russian, Czech",1,FALSE,PG-13,09/08/2002,124 min,31/12/2002,"1,66,138",78,544,770298,122,5.9/10,48%,48/100,0,4,14,High
Blue Crush ,"USA, Germany","Drama, Romance, Sport",English,4,TRUE,PG-13,16/08/2002,104 min,27/08/2002,"28,534",129,410,588571,26,5.7/10,36%,61/100,0,1,7,Low
FearDotCom ,"UK, Germany, Luxembourg, USA, Canada","Crime, Horror, Thriller",English,3,TRUE,R,30/08/2002,101 min,14/01/2003,"18,860",0,,183292,,3.3/10,3%,16/100,0,3,3,High
Possession ,"USA, UK","Drama, Mystery, Romance","English, French",4,TRUE,PG-13,30/08/2002,102 min,11/02/2003,"12,294",,,,,6.4/10,64%,52/100,0,0,1,High
City by the Sea ,USA,"Crime, Drama, Mystery, Thriller",English,2,TRUE,R,06/09/2002,108 min,18/02/2003,"23,130",2,29,12948,0,6.1/10,47%,50/100,0,0,1,High
"Banger Sisters, The ",USA,"Comedy, Drama",English,1,FALSE,R,20/09/2002,98 min,28/01/2003,"13,842",22,201,121647,11,5.6/10,48%,48/100,1,1,0,High
"Four Feathers, The ","UK, USA","Adventure, Drama, Romance, War",English,3,TRUE,PG-13,20/09/2002,132 min,18/02/2003,"31,034",59,237,241645,18,6.5/10,41%,49/100,0,0,0,High
Trapped ,"USA, Germany","Action, Crime, Drama, Thriller",English,2,TRUE,R,20/09/2002,106 min,24/12/2002,"21,652",0,,349482,,6.2/10,17%,42/100,0,0,0,High
Ballistic: Ecks vs. Sever ,"USA, Germany","Action, Crime, Sci-Fi, Thriller",English,1,FALSE,R,20/09/2002,91 min,24/12/2002,"18,255",140,171,232696,192,3.6/10,0%,19/100,0,0,5,High
Charly ,USA,"Comedy, Drama, Romance",English,2,TRUE,PG,20/09/2002,103 min,01/08/2003,724,31,259,55077,9,6.9/10,20%,0,0,0,0,Low
"Tuxedo, The ",USA,"Action, Comedy, Sci-Fi","English, Cantonese",5,TRUE,PG-13,27/09/2002,98 min,25/02/2003,"73,318",70,478,562712,34,5.4/10,21%,30/100,0,2,1,High
Beyond the Gates of Splendor ,USA,Documentary,"English, Spanish",1,FALSE,PG-13,27/09/2002,96 min,04/10/2005,440,154,798,128966,22,7.6/10,0,0,0,2,0,Low
Sweet Sixteen ,"UK, Germany, Spain","Crime, Drama","English, Scots",1,TRUE,R,04/10/2002,106 min,07/10/2003,"12,080",110,241,351459,22,7.5/10,97%,86/100,0,10,16,Low
Red Dragon ,"Germany, USA","Crime, Drama, Thriller","English, French",2,TRUE,R,04/10/2002,124 min,01/04/2003,"2,31,681",188,1506,1248171,64,7.2/10,68%,60/100,0,4,10,High
Jonah: A VeggieTales Movie ,"USA, UK","Animation, Adventure, Comedy, Drama, Family, Musical",English,3,TRUE,G,04/10/2002,82 min,04/03/2003,"3,567",4,27,34579,7,6.6/10,66%,58/100,0,0,2,High
Swept Away ,"UK, Italy","Comedy, Romance","English, Greek, Italian",1,TRUE,R,11/10/2002,89 min,11/02/2003,"14,560",16,520,519666,108,3.6/10,5%,18/100,0,8,8,Low
Brown Sugar ,USA,"Romance, Comedy, Drama, Music",English,3,TRUE,PG-13,11/10/2002,109 min,11/02/2003,"7,934",115,665,635567,36,6.5/10,66%,58/100,0,2,18,High
"Rules of Attraction, The ","Germany, USA","Comedy, Drama, Romance","English, German",2,TRUE,R,11/10/2002,110 min,18/02/2003,"47,505",127,985,844011,77,6.7/10,43%,50/100,0,2,3,High
White Oleander ,USA,Drama,"English, Russian",2,TRUE,PG-13,11/10/2002,109 min,11/03/2003,"28,076",48,730,229652,29,7.2/10,69%,61/100,0,3,7,High
Pokemon 4 Ever ,Japan,"Animation, Action, Adventure, Family, Fantasy, Sci-Fi",Japanese,3,TRUE,,11/10/2002,75 min,18/03/2003,"6,591",,,,,5.6/10,16%,0,0,0,0,Low
Knockaround Guys ,USA,"Crime, Drama, Thriller",English,2,FALSE,R,11/10/2002,92 min,25/02/2003,"21,364",,,,,6.1/10,21%,30/100,0,0,2,High
"Transporter, The ","France, USA","Action, Crime, Thriller","English, French, Mandarin",2,FALSE,PG-13,11/10/2002,92 min,15/04/2003,"2,69,084",124,1566,1905188,134,6.8/10,54%,51/100,0,0,0,High
Hansel & Gretel ,USA,"Comedy, Family, Fantasy, Thriller",English,5,FALSE,PG,18/10/2002,89 min,04/02/2003,"1,100",0,,117489,,3.8/10,0%,0,0,0,0,Low
Abandon ,"USA, Germany, Canada","Drama, Music, Mystery, Romance, Thriller","English, Italian",1,FALSE,PG-13,18/10/2002,99 min,18/03/2003,"8,812",24,98,101690,6,4.9/10,16%,36/100,0,0,1,High
Formula 51 ,"UK, Canada","Action, Comedy, Crime, Thriller",English,1,FALSE,R,18/10/2002,93 min,04/02/2003,"46,011",33,278,213199,16,6.3/10,26%,23/100,0,0,1,Low
"Truth About Charlie, The ","Germany, USA","Mystery, Thriller","English, French, Arabic",5,TRUE,PG-13,25/10/2002,104 min,01/04/2003,"9,463",9,,72351,,4.7/10,34%,55/100,0,0,2,Low
Paid in Full ,USA,"Action, Crime, Drama",English,4,TRUE,R,25/10/2002,97 min,08/04/2003,"9,414",11,349,89478,10,7.1/10,53%,49/100,0,0,1,Low
Ghost Ship ,"USA, Australia",Horror,"English, Italian, Spanish",3,TRUE,R,25/10/2002,91 min,25/03/2003,"87,235",18,136,220337,17,5.5/10,15%,28/100,0,0,1,High
Jet Lag ,"France, UK","Comedy, Romance",French,2,FALSE,R,30/10/2002,91 min,20/01/2004,"5,498",,,,,6.2/10,57%,53/100,0,0,1,Low
